2050,1,3,3,1,4800,1000000
2051,1,3,1,1,1,254
2052,1,3,3,1,0,100000
2060,0,3,1,1,0.0,8.407790785948902e-43
3000,0,3,2,1,-273.0,1000.0
3002,0,3,2,1,0.0,200.0
3003,0,3,2,1,9.999999974752427e-07,50.0
3010,0,3,2,1,0.0,10000.0
3011,0,3,2,1,9.999999747378752e-05,10000.0
3012,0,3,2,1,0.0,10000.0
3013,0,3,2,1,0.0,1.0
3020,1,3,2,1,0,2
3030,0,3,2,1,0.10000000149011612,1000.0
3033,0,3,2,1,1.0,200.0
3034,1,3,2,1,0,1
3040,0,3,2,1,0.0010000000474974513,100000.0
3041,0,3,2,1,0.009999999776482582,1000.0
3050,0,3,2,1,-273.0,1000.0
3051,0,3,2,1,-273.0,1000.0
4001,0,3,2,1,-10000.0,10000.0
4002,0,3,2,1,0.5,2.0
4010,0,3,2,1,-273.0,1000.0
4011,0,3,2,1,-273.0,1000.0
4012,0,3,2,1,1.0,100000.0
4020,0,3,2,1,-273.0,1000.0
4021,0,3,2,1,1.0,1000000.0
4022,0,3,2,1,-273.0,1000.0
4023,0,3,2,1,1.0,1000000.0
4024,0,3,2,1,-273.0,1000.0
4025,0,3,2,1,1.0,1000000.0
4030,0,1,2,1,-inf,inf
4031,0,1,2,1,-inf,inf
4032,0,1,2,1,-inf,inf
4033,0,1,2,1,-inf,inf
4034,1,1,2,1,0,2147483647
4035,0,1,2,1,-inf,inf
4036,0,1,2,1,-inf,inf
4040,0,3,2,1,0.0,50.0
4041,0,3,2,1,0.0,86400.0
4042,0,3,2,1,0.0,86400.0
5001,0,3,2,1,-10000.0,10000.0
5002,0,3,2,1,0.5,2.0
5010,0,3,2,1,-273.0,1000.0
5011,0,3,2,1,-273.0,1000.0
5012,0,3,2,1,1.0,200.0
5020,0,3,2,1,-273.0,1000.0
5021,0,3,2,1,1.0,1000000.0
5022,0,3,2,1,-273.0,1000.0
5023,0,3,2,1,1.0,1000000.0
5024,0,3,2,1,-273.0,1000.0
5025,0,3,2,1,1.0,1000000.0
5030,1,3,2,1,0,1
5031,0,3,2,1,-273.0,1000.0
5032,1,3,2,1,0,1
5040,0,1,2,1,-inf,inf
5041,0,1,2,1,-inf,inf
5042,0,1,2,1,-inf,inf
5043,0,1,2,1,-inf,inf
6000,1,3,2,1,0,9
6001,1,3,2,1,0,7
6002,0,3,2,1,10.0,1000000.0
6003,0,3,2,1,-100000.0,100000.0
6004,0,3,2,1,0.5,2.0
6005,1,3,2,1,0,3
6006,0,3,2,1,0.0,1000000.0
6007,1,3,2,1,0,1
6008,1,3,2,1,0,4
6009,1,3,2,1,0,1
6010,0,3,2,1,10.0,1000000.0
6011,0,3,2,1,-100000.0,100000.0
6012,0,3,2,1,0.5,2.0
6013,0,3,2,1,0.0,100.0
6020,1,3,1,1,0,3
6023,1,3,4,1,0,3
6050,1,3,2,1,0,2147483647
6051,1,3,2,1,0,1
6052,1,3,2,1,0,1
6053,0,3,2,1,-inf,inf
6054,0,3,2,1,-inf,inf
6055,0,3,2,1,-inf,inf
6100,1,3,8,1,0,21
6101,1,3,8,1,0,2
6102,1,3,8,1,0,6
6103,1,3,8,1,1,2
6110,0,3,2,1,-273.0,1000.0
6111,0,3,2,1,-273.0,1000.0
6112,0,3,2,1,0.0,1000.0
6120,1,3,2,1,0,1
6121,0,3,2,1,-273.0,1000.0
6122,0,3,2,1,-273.0,1000.0
6130,0,3,2,1,-273.0,1000.0
6131,0,3,2,1,-273.0,1000.0
6132,0,3,2,1,-273.0,1000.0
6200,1,3,2,1,0,1
6210,1,3,2,1,0,4
6211,0,3,2,1,-273.0,1000.0
6212,0,3,2,1,0.0,10000.0
6213,0,3,2,1,9.999999747378752e-05,10000.0
6214,0,3,2,1,0.0,10000.0
6220,0,3,2,1,0.0,100000.0
6221,0,3,2,1,0.0,100000.0
6222,0,3,2,1,0.0,10000.0
6223,0,3,2,1,9.999999747378752e-05,10000.0
6224,0,3,2,1,0.0,10000.0
6225,1,3,2,1,0,1
6226,1,3,2,1,0,1
6227,0,3,2,1,0.0,100000.0
6228,0,3,2,1,0.0,100000.0
6230,1,3,1,1,0,1
6300,1,3,2,1,0,2
6301,1,3,2,1,0,2
6302,1,3,2,1,0,2
6310,0,3,1,1,0.0,86400.0
6320,1,3,2,1,4294967295,20000000
6330,1,3,1,1,0,1
6400,0,3,2,1,-273.0,1000.0
6401,0,3,2,1,-5.0,5.0
6402,0,3,2,1,-100.0,100.0
50000,1,3,2,1,0,1
50001,0,3,2,1,-4.0,4.0
50002,0,3,2,1,0.0,21.0
50010,1,3,2,1,0,1
50011,1,3,2,1,0,1
50012,0,3,2,1,-273.0,1000.0
51000,1,3,2,1,0,1
51001,1,3,2,1,0,1
51002,1,3,2,1,0,1
51010,0,1,2,1,-inf,inf
51011,0,1,2,1,-inf,inf
51012,0,1,2,1,-inf,inf
51013,0,1,2,1,-inf,inf
51014,0,1,2,1,-inf,inf
51015,0,1,2,1,-inf,inf
51016,0,1,2,1,-inf,inf
51017,0,1,2,1,-inf,inf
51018,0,1,2,1,-inf,inf
51020,1,1,2,1,0,2147483647
51021,0,1,2,1,0.0,100.0
51022,0,1,2,1,-inf,inf
51023,0,1,2,1,-inf,inf
51024,0,1,2,1,-inf,inf
52000,1,3,2,1,0,1
52001,1,3,2,1,0,1
52002,1,3,2,1,0,6
52003,1,3,2,1,2147483648,2147483647
52010,1,3,2,1,0,2147483647
52012,1,3,2,1,0,2147483647
52100,1,3,1,1,0,1
52101,1,3,1,1,0,255
52102,1,3,1,1,0,255
52103,1,1,1,1,0,255
52200,0,3,2,1,-273.0,1000.0
52309,1,3,1,1,0,2147483647
52310,1,3,1,1,0,2147483647
65001,1,3,1,1,0,0
65002,1,3,2,1,2147483648,2147483647
65003,0,3,2,1,-inf,inf
65004,0,1,2,1,-inf,inf
65005,0,1,2,1,-inf,inf
65006,0,1,2,1,-inf,inf
65007,0,1,2,1,-inf,inf
65008,0,1,2,1,-inf,inf
65009,0,1,2,1,-inf,inf
65010,0,1,2,1,-inf,inf
65011,0,1,2,1,-inf,inf
